merged_token,attention_score,start_token_index,end_token_index,attention_score_normalized,lime_example_id,doc_id,true_label,baseline_pred,distilbert_pred,model_comparison_outcome
with,0.0003848451597150415,7,7,0.0004002859542328261,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
borland,0.003946247394196689,8,9,0.00410457911175097,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
c,0.003491397248581052,10,10,0.0036314794248392024,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
+,0.0025367646012455225,11,11,0.002638544914597586,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
+,0.0018485551699995995,12,12,0.0019227230783497708,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
3,0.0017377766780555248,13,13,0.0018074999210957177,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
.,0.001788903959095478,14,14,0.0018606785358236807,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
1,0.000993632129393518,15,15,0.001033498733270242,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
hi,0.0003347106685396284,16,16,0.00034813996217984857,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
all,0.00036511864163912833,17,17,0.0003797679669011035,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
",",0.016419842839241028,18,18,0.017078641353123255,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
has,9.8743214039132e-05,19,19,0.00010270499877128975,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
anybody,7.881972851464525e-05,20,20,8.198214124407483e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
tried,3.7173827877268195e-05,21,21,3.8665319775249727e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
to,0.00010036808089353144,22,22,0.00010439505868992344,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
compile,0.0014105515438131988,23,24,0.0014671458285403095,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
ctrltest,0.019852373749017715,25,27,0.02064889259825001,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
from,0.0001509214489487931,28,28,0.0001569767338412162,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
the,0.0005076920497231185,29,29,0.0005280617189789099,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
mfc,0.01926208520308137,30,31,0.02003492043849154,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
/,0.002061442704871297,32,32,0.00214415210737404,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
samples,0.03308917582035065,33,33,0.034416782915586544,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
directory,0.0026457917410880327,34,34,0.002751946451832587,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
",",0.004641637671738863,35,35,0.004827869904900887,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
after,8.086564048426226e-05,36,36,8.411013949054075e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
compiling,0.0004421535413712263,37,37,0.0004598936682905283,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
the,0.0003417021653149277,38,38,0.00035541197246130465,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
mfc,0.029155039228498936,39,40,0.030324800516957223,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
-,0.0007381204632110894,41,41,0.0007677354034386174,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
libs,0.008975067408755422,42,43,0.009335165926674865,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
with,0.00043186568655073643,44,44,0.00044919304316930344,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
bwc,0.03062781598418951,45,46,0.03185666816331153,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
?,0.00014156986435409635,47,47,0.00014724994406984705,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
seems,0.00035094493068754673,48,48,0.00036502557695530015,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
to,0.000127226478070952,49,49,0.00013233107106250632,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
me,0.0005710326950065792,50,50,0.0005939437237254074,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
",",0.022041192278265953,51,51,0.0229255311150794,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
that,0.00013038518954999745,52,52,0.00013561651666736232,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
bwc,0.012658496852964163,53,54,0.013166382281367028,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
isn,0.00011684966739267111,55,55,0.00012153792098800714,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
',0.01281037274748087,56,56,0.013324351755133045,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
t,0.000135213733301498,57,57,0.00014063879171573627,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
able,0.0001071530205081217,58,58,0.00011145222430439905,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
to,0.00010131610179087147,59,59,0.00010538111617290022,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
distinguish,0.0005626378697343171,60,60,0.0005852120804660419,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
pointers,0.039782070787623525,61,62,0.041378210858550986,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
to,0.0003320716496091336,63,63,0.0003453950602779673,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
overloaded,0.004801860311999917,64,65,0.004994521013346911,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
functions,0.0574621856212616,66,66,0.059767688960260766,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
.,0.06506332010030746,67,67,0.06767379688805651,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
for,0.00017230729281436652,68,68,0.00017922062259154858,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
example,0.00015067396452650428,69,69,0.00015671931982512983,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
",",0.0003787629248108715,70,70,0.00039395968731475805,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
imagine,0.014193893410265446,71,71,0.0147633821670359,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
the,0.00038875368773005903,72,72,0.0004043513005848381,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
following,0.0001949290744960308,73,73,0.00020275003757391853,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
2,0.0027882412541657686,74,74,0.0029001113379767797,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
(,0.0003327866143081337,75,75,0.0003461387108593959,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
overloaded,0.003954333369620144,76,77,0.004112989513458186,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
),0.00414324551820755,78,78,0.004309481213443382,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
functions,0.018881654366850853,79,79,0.019639225919654717,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
:,0.0002647841174621135,80,80,0.0002754078112935047,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
void,0.0019333368400111794,81,81,0.0020109063666810217,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
same,0.00010417200246592984,82,82,0.00010835160156956306,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
_,6.136438605608419e-05,83,83,6.382645385629659e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
name,0.00033492071088403463,84,84,0.0003483584318634018,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
(,6.689270230708644e-05,85,85,6.957657774371101e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
void,0.0018261391669511795,86,86,0.0018994076982707627,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
),0.00010862595081562176,87,87,0.00011298425166338332,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
void,0.0008584908209741116,88,88,0.0008929352722746832,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
same,0.00010822215699590743,89,89,0.00011256425678919195,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
_,6.336933438433334e-05,90,90,6.591184491423526e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
name,0.0006366260349750519,91,91,0.0006621688059897643,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
(,7.487588300136849e-05,92,92,7.78800603817411e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
int,0.002756817964836955,93,93,0.002867427280410792,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
),0.022806361317634583,94,94,0.023721400340250054,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
after,4.626092777471058e-05,95,95,4.811701316889948e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
trying,6.899915024405345e-05,96,96,7.176754078743213e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
the,7.475484744645655e-05,97,97,7.775416862665213e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
whole,0.00013923353981226683,98,98,0.00014481988129001042,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
day,7.819690654287115e-05,99,99,8.133433034923762e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
",",0.004887873772531748,100,100,0.005083985514216157,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
i,0.00013383889745455235,101,101,0.00013920879457268888,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
think,0.00011712804553098977,102,102,0.00012182746824076966,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
",",0.00010305670002708212,103,103,0.00010719155085897878,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
with,0.00010655654477886856,104,104,0.00011083181671855957,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
bwc,0.013022053753957152,105,106,0.013544525847313558,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
its,0.00016933582082856447,107,107,0.00017612992892089514,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
impossible,0.00011136552348034456,108,108,0.00011583374172608988,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
to,3.367078534211032e-05,109,109,3.502172783052546e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
take,4.114160037715919e-05,110,110,4.279228762505625e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
the,0.0010902475332841277,111,111,0.0011339905496895483,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
adress,0.00012064352267771028,112,113,0.0001254839936997378,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
of,2.675451287359465e-05,114,114,2.7827960012725842e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
one,1.3658173884323332e-05,115,115,1.4206168450741068e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
of,2.1818821551278234e-05,116,116,2.2694238408392806e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
the,6.29114147159271e-05,117,117,6.54355525488442e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
above,0.00010488632688065991,118,118,0.00010909458617717448,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
two,6.019192005624063e-05,119,119,6.260694606282342e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
functions,0.0036346649285405874,120,120,0.0037804953044355293,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
and,4.229724072501995e-05,121,121,4.399429468611925e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
assign,0.0002480853581801057,122,122,0.0002580390627852679,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
it,0.00014710989489685744,123,123,0.0001530122522509611,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
to,8.83497777977027e-05,124,124,9.189455608119826e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
a,0.00015077627904247493,125,125,0.00015682573941395227,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
properly,0.00010882061906158924,126,126,0.00011318673040744137,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
defined,0.0016811313107609749,127,127,0.0017485818229256457,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
function,0.021450335159897804,128,128,0.022310967570571327,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
pointer,0.008523424156010151,129,129,0.008865401799897692,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
.,0.034574244171381,130,130,0.035961435321851226,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
am,2.0522886188700795e-05,131,131,2.134630740253716e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
i,7.952543091960251e-05,132,132,8.271615790880795e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
right,4.0979804907692596e-05,133,133,4.26240005822e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
?,1.7947728338185698e-05,134,134,1.8667828821029613e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
has,4.3171283323317766e-05,135,135,4.490340570562341e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
anybody,4.647370587917976e-05,136,136,4.833832837694409e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
else,2.655447860888671e-05,137,137,2.7619899954007246e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
had,4.9922295147553086e-05,138,138,5.192528227567581e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
this,8.535821689292789e-05,139,139,8.878296748203262e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
problem,3.263422331656329e-05,140,140,3.394357676367865e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
?,3.0998406145954505e-05,141,141,3.224212717919531e-05,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
thanx,0.002035671306657605,142,143,0.002117346706642171,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
help,0.0010388866066932678,1,1,0.0011009081279503687,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
!,0.00022423632617574185,2,2,0.00023762323287077557,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
is,0.0021847737953066826,3,3,0.0023152047716178225,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
a,0.011815543286502361,4,4,0.012520931116499063,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
samtron,0.034575898200273514,5,6,0.036640079017886816,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
sc,0.02089511789381504,7,7,0.022142556247790768,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
-,0.04197843745350838,8,8,0.04448454979925292,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
431,0.10553408041596413,9,10,0.11183446408603664,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
interlaced,0.06719405017793179,11,13,0.07120553438093466,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
or,0.00023648787464480847,14,14,0.00025060619867539266,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
non,0.0006539907190017402,15,15,0.0006930339591582561,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
?,0.00015760312089696527,16,16,0.0001670120258245293,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
hello,0.00013256825332064182,17,17,0.000140482576874695,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
.,0.00261205923743546,18,18,0.0027679991508732333,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
my,0.0003736693470273167,19,19,0.00039597740374926107,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
colleague,0.0007620410178788006,20,20,0.0008075348599253247,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
has,0.00036068796180188656,21,21,0.0003822210299403624,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
a,0.0014570429921150208,22,22,0.0015440284458938592,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
samtron,0.05222371593117714,23,24,0.055341471311680004,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
monitor,0.02701328508555889,25,25,0.028625977966922393,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
.,0.032793451100587845,26,26,0.034751219842070254,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
on,0.00015465686738025397,27,27,0.0001638898809988549,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
the,0.0010464393999427557,28,28,0.001108911822890239,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
manual,0.01613035798072815,29,29,0.01709334020991551,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
cover,0.001690142904408276,30,30,0.0017910444208951912,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
",",0.005102052818983793,31,31,0.0054066453272794395,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
it,0.0016394117847085,32,32,0.0017372846537967628,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
says,0.00048226493527181447,33,33,0.0005110561476541937,lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct
