doc_id,label,label_id,thread_group_id,thread_group_size,thread_group_n_classes,split
doc_00777,comp.sys.ibm.pc.hardware,2,thread_group_00512,1,1,train
doc_00778,comp.sys.ibm.pc.hardware,2,thread_group_00513,2,1,train
doc_00779,comp.graphics,0,thread_group_00514,6,1,train
doc_00780,sci.electronics,6,thread_group_00515,1,1,train
doc_00781,comp.os.ms-windows.misc,1,thread_group_00516,1,1,train
doc_00782,comp.sys.ibm.pc.hardware,2,thread_group_03501,2,1,test
doc_00783,comp.windows.x,4,thread_group_00517,1,1,train
doc_00784,sci.electronics,6,thread_group_00518,1,1,train
doc_00785,comp.sys.mac.hardware,3,thread_group_00519,5,1,val
doc_00786,comp.windows.x,4,thread_group_00520,4,1,val
doc_00787,comp.os.ms-windows.misc,1,thread_group_00521,1,1,train
doc_00788,comp.graphics,0,thread_group_00522,11,1,train
doc_00789,sci.electronics,6,thread_group_01064,4,1,train
doc_00790,comp.windows.x,4,thread_group_02621,2,1,val
doc_00791,comp.windows.x,4,thread_group_00523,2,1,train
doc_00792,comp.sys.mac.hardware,3,thread_group_00524,1,1,train
doc_00793,sci.crypt,5,thread_group_00118,234,1,train
doc_00794,comp.sys.ibm.pc.hardware,2,thread_group_00525,2,1,train
doc_00795,sci.electronics,6,thread_group_00526,1,1,val
doc_00796,comp.sys.mac.hardware,3,thread_group_00527,6,1,test
doc_00797,comp.graphics,0,thread_group_03216,2,1,train
doc_00798,sci.electronics,6,thread_group_00255,17,1,train
doc_00799,comp.windows.x,4,thread_group_00528,1,1,train
doc_00800,comp.os.ms-windows.misc,1,thread_group_00321,11,1,val
doc_00801,comp.windows.x,4,thread_group_00205,26,1,test
doc_00802,comp.sys.ibm.pc.hardware,2,thread_group_03575,2,1,train
doc_00803,comp.graphics,0,thread_group_00529,3,1,test
doc_00804,comp.sys.mac.hardware,3,thread_group_01970,2,1,train
doc_00805,comp.sys.ibm.pc.hardware,2,thread_group_00530,5,1,train
doc_00806,comp.sys.ibm.pc.hardware,2,thread_group_00531,1,1,train
doc_00807,comp.windows.x,4,thread_group_00007,5,1,train
doc_00808,comp.graphics,0,thread_group_00532,1,1,train
doc_00809,comp.os.ms-windows.misc,1,thread_group_00533,2,1,train
doc_00810,comp.sys.ibm.pc.hardware,2,thread_group_00252,2,1,train
doc_00811,sci.electronics,6,thread_group_00534,5,1,test
doc_00812,comp.graphics,0,thread_group_00065,26,1,train
doc_00813,comp.graphics,0,thread_group_00535,1,1,train
doc_00814,comp.windows.x,4,thread_group_00536,1,1,test
doc_00815,sci.electronics,6,thread_group_00537,3,1,train
doc_00816,comp.sys.mac.hardware,3,thread_group_00538,1,1,val
doc_00817,comp.os.ms-windows.misc,1,thread_group_00539,2,1,test
doc_00818,comp.windows.x,4,thread_group_00540,1,1,train
doc_00819,sci.electronics,6,thread_group_00255,17,1,train
doc_00820,comp.sys.ibm.pc.hardware,2,thread_group_00541,1,1,train
doc_00821,comp.os.ms-windows.misc,1,thread_group_00088,7,1,train
doc_00822,comp.graphics,0,thread_group_03738,2,1,val
doc_00823,comp.graphics,0,thread_group_00542,1,1,train
doc_00824,comp.sys.ibm.pc.hardware,2,thread_group_00543,1,1,train
doc_00825,comp.sys.ibm.pc.hardware,2,thread_group_00513,2,1,train
doc_00826,comp.sys.ibm.pc.hardware,2,thread_group_00544,1,1,train
doc_00827,comp.sys.ibm.pc.hardware,2,thread_group_00545,1,1,train
doc_00828,comp.windows.x,4,thread_group_00546,1,1,val
doc_00829,comp.sys.ibm.pc.hardware,2,thread_group_00547,3,1,train
doc_00830,comp.sys.mac.hardware,3,thread_group_00386,5,1,train
doc_00831,comp.os.ms-windows.misc,1,thread_group_00586,4,1,train
doc_00832,comp.graphics,0,thread_group_00548,1,1,train
doc_00833,sci.electronics,6,thread_group_00549,1,1,train
doc_00834,comp.graphics,0,thread_group_01083,20,1,train
doc_00835,sci.electronics,6,thread_group_00076,3,1,train
doc_00836,sci.electronics,6,thread_group_00550,13,1,test
doc_00837,comp.sys.ibm.pc.hardware,2,thread_group_00113,3,1,train
doc_00838,sci.crypt,5,thread_group_00118,234,1,train
doc_00839,comp.sys.mac.hardware,3,thread_group_00551,1,1,train
doc_00840,comp.sys.ibm.pc.hardware,2,thread_group_00552,1,1,train
doc_00841,comp.sys.ibm.pc.hardware,2,thread_group_00553,1,1,train
doc_00842,comp.os.ms-windows.misc,1,thread_group_00335,13,1,train
doc_00843,comp.windows.x,4,thread_group_00554,1,1,train
doc_00844,comp.os.ms-windows.misc,1,thread_group_00321,11,1,val
doc_00845,sci.crypt,5,thread_group_00118,234,1,train
doc_00846,comp.sys.ibm.pc.hardware,2,thread_group_00555,3,1,test
doc_00847,sci.crypt,5,thread_group_00556,1,1,test
doc_00848,sci.crypt,5,thread_group_00557,2,1,train
doc_00849,comp.os.ms-windows.misc,1,thread_group_00419,9,1,train
doc_00850,sci.crypt,5,thread_group_00558,5,1,train
doc_00851,sci.electronics,6,thread_group_00559,5,1,train
doc_00852,comp.graphics,0,thread_group_01765,2,1,train
doc_00853,comp.sys.mac.hardware,3,thread_group_01133,2,1,test
doc_00854,sci.electronics,6,thread_group_00434,8,1,val
doc_00855,sci.crypt,5,thread_group_01503,4,1,val
doc_00856,comp.os.ms-windows.misc,1,thread_group_00560,1,1,train
doc_00857,comp.windows.x,4,thread_group_00561,1,1,train
doc_00858,sci.electronics,6,thread_group_00054,5,1,train
doc_00859,sci.electronics,6,thread_group_00562,1,1,train
doc_00860,sci.electronics,6,thread_group_00186,7,1,train
doc_00861,comp.os.ms-windows.misc,1,thread_group_00563,2,1,train
doc_00862,sci.crypt,5,thread_group_00068,9,1,train
doc_00863,sci.crypt,5,thread_group_00223,5,1,train
doc_00864,comp.sys.mac.hardware,3,thread_group_00564,3,1,train
doc_00865,comp.os.ms-windows.misc,1,thread_group_00565,3,1,train
doc_00866,comp.windows.x,4,thread_group_00566,2,1,train
doc_00867,sci.electronics,6,thread_group_00567,1,1,test
doc_00868,sci.crypt,5,thread_group_00568,5,1,train
doc_00869,sci.electronics,6,thread_group_00054,5,1,train
doc_00870,sci.crypt,5,thread_group_00118,234,1,train
doc_00871,comp.sys.ibm.pc.hardware,2,thread_group_00569,2,1,test
doc_00872,comp.sys.ibm.pc.hardware,2,thread_group_00570,4,1,train
doc_00873,comp.sys.mac.hardware,3,thread_group_00571,5,1,train
doc_00874,comp.sys.mac.hardware,3,thread_group_00430,27,1,train
doc_00875,comp.os.ms-windows.misc,1,thread_group_00572,1,1,train
doc_00876,comp.sys.ibm.pc.hardware,2,thread_group_00573,1,1,test
doc_00877,comp.sys.mac.hardware,3,thread_group_00574,1,1,val
doc_00878,sci.electronics,6,thread_group_00575,2,1,train
doc_00879,comp.sys.mac.hardware,3,thread_group_00576,4,1,train
doc_00880,comp.sys.mac.hardware,3,thread_group_00577,4,1,train
doc_00881,comp.graphics,0,thread_group_00578,1,1,train
doc_00882,comp.os.ms-windows.misc,1,thread_group_00579,3,1,train
doc_00883,comp.graphics,0,thread_group_00580,3,1,val
doc_00884,sci.crypt,5,thread_group_00460,11,1,val
doc_00885,sci.electronics,6,thread_group_00581,3,1,train
doc_00886,comp.os.ms-windows.misc,1,thread_group_00582,1,1,train
doc_00887,comp.graphics,0,thread_group_00194,3,1,train
doc_00888,comp.os.ms-windows.misc,1,thread_group_02631,2,1,val
doc_00889,comp.windows.x,4,thread_group_00583,1,1,train
doc_00890,sci.crypt,5,thread_group_00260,10,1,train
doc_00891,comp.os.ms-windows.misc,1,thread_group_00584,3,1,train
doc_00892,comp.os.ms-windows.misc,1,thread_group_00026,3,1,train
doc_00893,comp.os.ms-windows.misc,1,thread_group_00585,1,1,test
doc_00894,comp.windows.x,4,thread_group_02921,2,1,test
doc_00895,sci.electronics,6,thread_group_00509,46,1,train
doc_00896,comp.os.ms-windows.misc,1,thread_group_00586,4,1,train
doc_00897,sci.crypt,5,thread_group_00231,47,1,val
doc_00898,comp.windows.x,4,thread_group_00587,1,1,train
doc_00899,comp.windows.x,4,thread_group_00588,1,1,val
doc_00900,comp.graphics,0,thread_group_00589,1,1,test
doc_00901,comp.graphics,0,thread_group_00590,1,1,train
doc_00902,comp.os.ms-windows.misc,1,thread_group_00591,1,1,val
doc_00903,comp.windows.x,4,thread_group_00592,1,1,train
doc_00904,comp.sys.mac.hardware,3,thread_group_00593,1,1,test
doc_00905,comp.sys.mac.hardware,3,thread_group_00243,9,1,train
doc_00906,comp.os.ms-windows.misc,1,thread_group_00594,1,1,train
doc_00907,comp.os.ms-windows.misc,1,thread_group_00595,1,1,train
doc_00908,comp.sys.ibm.pc.hardware,2,thread_group_00596,1,1,val
doc_00909,comp.sys.ibm.pc.hardware,2,thread_group_00597,2,1,train
doc_00910,comp.os.ms-windows.misc,1,thread_group_00598,1,1,val
doc_00911,comp.sys.mac.hardware,3,thread_group_00430,27,1,train
doc_00912,comp.graphics,0,thread_group_00599,1,1,train
doc_00913,comp.windows.x,4,thread_group_00600,1,1,train
doc_00914,comp.sys.mac.hardware,3,thread_group_00601,1,1,train
doc_00915,comp.windows.x,4,thread_group_00602,1,1,test
doc_00916,comp.sys.mac.hardware,3,thread_group_00603,1,1,test
doc_00917,comp.graphics,0,thread_group_00604,1,1,train
doc_00918,comp.graphics,0,thread_group_00605,1,1,train
doc_00919,comp.graphics,0,thread_group_00522,11,1,train
doc_00920,sci.electronics,6,thread_group_00606,1,1,test
doc_00921,comp.sys.ibm.pc.hardware,2,thread_group_00607,1,1,test
doc_00922,comp.sys.ibm.pc.hardware,2,thread_group_00608,1,1,train
doc_00923,comp.windows.x,4,thread_group_00609,7,1,test
doc_00924,comp.os.ms-windows.misc,1,thread_group_00610,1,1,train
doc_00925,comp.graphics,0,thread_group_00611,1,1,train
doc_00926,comp.os.ms-windows.misc,1,thread_group_00612,1,1,test
doc_00927,sci.crypt,5,thread_group_00613,22,1,val
doc_00928,comp.windows.x,4,thread_group_00355,2,1,train
doc_00929,comp.os.ms-windows.misc,1,thread_group_00614,1,1,test
doc_00930,sci.electronics,6,thread_group_00615,6,1,train
doc_00931,comp.windows.x,4,thread_group_00616,1,1,train
doc_00932,comp.graphics,0,thread_group_00617,1,1,val
doc_00933,comp.sys.ibm.pc.hardware,2,thread_group_00618,1,1,test
doc_00934,comp.graphics,0,thread_group_00619,2,1,train
doc_00935,comp.sys.mac.hardware,3,thread_group_00620,2,1,train
doc_00936,sci.crypt,5,thread_group_00118,234,1,train
doc_00937,sci.crypt,5,thread_group_00621,1,1,train
doc_00938,sci.electronics,6,thread_group_00622,1,1,train
doc_00939,comp.graphics,0,thread_group_00623,1,1,train
doc_00940,sci.crypt,5,thread_group_00084,27,1,test
doc_00941,sci.electronics,6,thread_group_00624,3,1,val
doc_00942,comp.windows.x,4,thread_group_00625,1,1,test
doc_00943,sci.crypt,5,thread_group_00626,1,1,train
doc_00944,sci.crypt,5,thread_group_00118,234,1,train
doc_00945,comp.sys.mac.hardware,3,thread_group_00627,4,1,test
doc_00946,comp.os.ms-windows.misc,1,thread_group_00628,2,1,train
doc_00947,comp.sys.mac.hardware,3,thread_group_00629,1,1,train
doc_00948,sci.crypt,5,thread_group_00084,27,1,test
doc_00949,comp.windows.x,4,thread_group_00630,1,1,train
doc_00950,comp.sys.ibm.pc.hardware,2,thread_group_00631,4,1,train
doc_00951,sci.electronics,6,thread_group_00632,1,1,train
doc_00952,comp.sys.mac.hardware,3,thread_group_00872,13,1,test
doc_00953,comp.sys.mac.hardware,3,thread_group_00633,1,1,val
doc_00954,comp.sys.ibm.pc.hardware,2,thread_group_00268,10,1,val
doc_00955,comp.sys.ibm.pc.hardware,2,thread_group_00498,4,1,train
doc_00956,comp.os.ms-windows.misc,1,thread_group_00563,2,1,train
doc_00957,comp.windows.x,4,thread_group_00634,1,1,test
doc_00958,comp.sys.mac.hardware,3,thread_group_00139,4,1,train
doc_00959,comp.sys.mac.hardware,3,thread_group_00635,1,1,train
doc_00960,comp.windows.x,4,thread_group_00636,3,1,test
doc_00961,comp.sys.ibm.pc.hardware,2,thread_group_00637,1,1,test
doc_00962,comp.sys.ibm.pc.hardware,2,thread_group_00638,1,1,val
doc_00963,comp.graphics,0,thread_group_00447,11,1,train
doc_00964,comp.sys.mac.hardware,3,thread_group_00639,1,1,train
doc_00965,sci.electronics,6,thread_group_01379,3,1,train
doc_00966,comp.os.ms-windows.misc,1,thread_group_00286,8,1,test
doc_00967,comp.graphics,0,thread_group_00640,1,1,train
doc_00968,comp.sys.mac.hardware,3,thread_group_00641,4,1,val
doc_00969,comp.sys.mac.hardware,3,thread_group_00642,3,1,train
doc_00970,sci.crypt,5,thread_group_00391,31,1,train
doc_00971,sci.crypt,5,thread_group_00643,1,1,train
doc_00972,comp.graphics,0,thread_group_03166,2,1,train
doc_00973,sci.electronics,6,thread_group_01949,2,1,train
doc_00974,sci.electronics,6,thread_group_02834,2,1,test
doc_00975,sci.electronics,6,thread_group_00644,1,1,train
doc_00976,comp.graphics,0,thread_group_00645,2,1,test
doc_00977,comp.graphics,0,thread_group_00646,2,1,val
doc_00978,sci.crypt,5,thread_group_00136,32,1,test
doc_00979,comp.sys.ibm.pc.hardware,2,thread_group_00647,2,1,train
doc_00980,comp.sys.mac.hardware,3,thread_group_00648,1,1,train
doc_00981,sci.electronics,6,thread_group_00649,1,1,train
doc_00982,comp.graphics,0,thread_group_00650,13,1,train
doc_00983,sci.crypt,5,thread_group_00427,6,1,train
doc_00984,comp.os.ms-windows.misc,1,thread_group_00651,1,1,val
doc_00985,comp.graphics,0,thread_group_00652,3,1,train
doc_00986,comp.windows.x,4,thread_group_00653,3,1,test
doc_00987,sci.electronics,6,thread_group_00654,2,1,train
doc_00988,sci.electronics,6,thread_group_00655,3,1,train
doc_00989,sci.electronics,6,thread_group_00656,1,1,train
doc_00990,comp.sys.ibm.pc.hardware,2,thread_group_00657,1,1,train
doc_00991,comp.sys.ibm.pc.hardware,2,thread_group_00658,2,1,train
doc_00992,comp.sys.ibm.pc.hardware,2,thread_group_00659,3,1,val
doc_00993,comp.windows.x,4,thread_group_00660,1,1,train
doc_00994,sci.crypt,5,thread_group_00661,1,1,train
doc_00995,comp.graphics,0,thread_group_03856,2,1,train
doc_00996,comp.sys.ibm.pc.hardware,2,thread_group_01382,2,1,train
doc_00997,comp.windows.x,4,thread_group_00662,1,1,train
doc_00998,comp.os.ms-windows.misc,1,thread_group_00663,1,1,val
doc_00999,comp.windows.x,4,thread_group_00664,2,1,train
doc_01000,comp.sys.ibm.pc.hardware,2,thread_group_00665,4,1,train
doc_01001,comp.sys.mac.hardware,3,thread_group_00666,1,1,test
doc_01002,comp.sys.ibm.pc.hardware,2,thread_group_00667,5,1,test
doc_01003,sci.electronics,6,thread_group_00175,5,1,train
doc_01004,comp.graphics,0,thread_group_00066,7,1,train
doc_01005,comp.sys.mac.hardware,3,thread_group_00668,1,1,train
doc_01006,sci.crypt,5,thread_group_00084,27,1,test
doc_01007,sci.crypt,5,thread_group_00118,234,1,train
doc_01008,sci.electronics,6,thread_group_03418,2,1,train
doc_01009,comp.os.ms-windows.misc,1,thread_group_00669,2,1,train
doc_01010,comp.sys.ibm.pc.hardware,2,thread_group_00670,1,1,train
doc_01011,sci.electronics,6,thread_group_00671,1,1,test
doc_01012,comp.sys.ibm.pc.hardware,2,thread_group_01925,3,1,train
doc_01013,comp.sys.ibm.pc.hardware,2,thread_group_00672,1,1,train
doc_01014,comp.os.ms-windows.misc,1,thread_group_00673,5,1,train
doc_01015,comp.os.ms-windows.misc,1,thread_group_00674,2,1,val
doc_01016,comp.graphics,0,thread_group_01615,2,1,test
doc_01017,comp.sys.mac.hardware,3,thread_group_02022,2,1,train
doc_01018,comp.os.ms-windows.misc,1,thread_group_00092,13,1,train
doc_01019,comp.os.ms-windows.misc,1,thread_group_00675,1,1,train
doc_01020,sci.crypt,5,thread_group_00676,1,1,train
doc_01021,comp.windows.x,4,thread_group_00161,8,1,train
doc_01022,comp.graphics,0,thread_group_00650,13,1,train
doc_01023,comp.sys.ibm.pc.hardware,2,thread_group_00658,2,1,train
doc_01024,sci.electronics,6,thread_group_00255,17,1,train
doc_01025,sci.electronics,6,thread_group_00677,1,1,train
doc_01026,sci.crypt,5,thread_group_00118,234,1,train
doc_01027,sci.electronics,6,thread_group_00678,1,1,val
doc_01028,comp.windows.x,4,thread_group_00679,1,1,val
doc_01029,comp.sys.ibm.pc.hardware,2,thread_group_00370,2,1,train
doc_01030,comp.os.ms-windows.misc,1,thread_group_00680,1,1,train
doc_01031,comp.graphics,0,thread_group_00681,1,1,train
doc_01032,sci.electronics,6,thread_group_00682,7,1,train
doc_01033,comp.sys.ibm.pc.hardware,2,thread_group_00683,1,1,train
doc_01034,comp.windows.x,4,thread_group_00205,26,1,test
doc_01035,sci.crypt,5,thread_group_00118,234,1,train
doc_01036,comp.windows.x,4,thread_group_02839,3,1,val
doc_01037,sci.electronics,6,thread_group_00684,1,1,train
doc_01038,comp.sys.ibm.pc.hardware,2,thread_group_01979,4,1,train
doc_01039,comp.windows.x,4,thread_group_00685,1,1,train
doc_01040,comp.sys.mac.hardware,3,thread_group_00686,1,1,train
doc_01041,sci.crypt,5,thread_group_00779,38,1,train
doc_01042,comp.windows.x,4,thread_group_03026,2,1,train
doc_01043,sci.crypt,5,thread_group_00779,38,1,train
doc_01044,sci.electronics,6,thread_group_00877,2,1,train
doc_01045,comp.os.ms-windows.misc,1,thread_group_00687,1,1,train
doc_01046,comp.os.ms-windows.misc,1,thread_group_00064,3,1,val
doc_01047,comp.graphics,0,thread_group_00688,1,1,train
doc_01048,sci.crypt,5,thread_group_00689,1,1,train
doc_01049,sci.crypt,5,thread_group_00118,234,1,train
doc_01050,comp.sys.mac.hardware,3,thread_group_00386,5,1,train
doc_01051,sci.crypt,5,thread_group_00084,27,1,test
doc_01052,sci.crypt,5,thread_group_00336,6,1,train
doc_01053,comp.windows.x,4,thread_group_00690,1,1,train
doc_01054,comp.os.ms-windows.misc,1,thread_group_00691,1,1,train
doc_01055,comp.sys.mac.hardware,3,thread_group_00248,3,1,train
doc_01056,comp.os.ms-windows.misc,1,thread_group_00249,3,1,test
doc_01057,comp.windows.x,4,thread_group_00692,1,1,train
doc_01058,comp.sys.mac.hardware,3,thread_group_00693,1,1,train
doc_01059,comp.windows.x,4,thread_group_00694,5,1,test
doc_01060,comp.os.ms-windows.misc,1,thread_group_00695,1,1,train
doc_01061,comp.graphics,0,thread_group_00696,1,1,train
doc_01062,sci.crypt,5,thread_group_00697,1,1,train
doc_01063,comp.graphics,0,thread_group_00698,2,1,train
doc_01064,comp.sys.mac.hardware,3,thread_group_00699,2,1,train
doc_01065,comp.sys.ibm.pc.hardware,2,thread_group_01132,3,1,test
doc_01066,comp.sys.ibm.pc.hardware,2,thread_group_00700,1,1,val
doc_01067,comp.windows.x,4,thread_group_01050,2,1,train
doc_01068,comp.sys.mac.hardware,3,thread_group_00701,1,1,val
doc_01069,comp.os.ms-windows.misc,1,thread_group_01009,4,1,train
doc_01070,sci.electronics,6,thread_group_00289,2,1,train
doc_01071,comp.sys.ibm.pc.hardware,2,thread_group_00702,1,1,train
doc_01072,comp.sys.mac.hardware,3,thread_group_00703,1,1,train
doc_01073,sci.electronics,6,thread_group_00704,1,1,train
doc_01074,comp.sys.ibm.pc.hardware,2,thread_group_00268,10,1,val
doc_01075,sci.electronics,6,thread_group_00705,1,1,val
doc_01076,comp.graphics,0,thread_group_00706,1,1,train
doc_01077,comp.graphics,0,thread_group_02874,2,1,test
doc_01078,comp.graphics,0,thread_group_00707,2,1,val
doc_01079,sci.electronics,6,thread_group_00708,1,1,test
doc_01080,comp.sys.mac.hardware,3,thread_group_01663,3,1,train
doc_01081,comp.graphics,0,thread_group_00709,5,1,train
doc_01082,comp.os.ms-windows.misc,1,thread_group_00377,6,1,val
doc_01083,comp.sys.mac.hardware,3,thread_group_00710,1,1,train
doc_01084,comp.sys.mac.hardware,3,thread_group_00711,1,1,train
doc_01085,comp.sys.mac.hardware,3,thread_group_00739,3,1,test
doc_01086,comp.graphics,0,thread_group_00712,1,1,train
doc_01087,comp.os.ms-windows.misc,1,thread_group_00713,1,1,train
doc_01088,comp.sys.ibm.pc.hardware,2,thread_group_00714,1,1,train
doc_01089,comp.sys.ibm.pc.hardware,2,thread_group_00715,1,1,train
doc_01090,comp.sys.mac.hardware,3,thread_group_00716,1,1,train
doc_01091,comp.windows.x,4,thread_group_01097,5,1,train
doc_01092,sci.crypt,5,thread_group_00223,5,1,train
doc_01093,comp.graphics,0,thread_group_00709,5,1,train
doc_01094,comp.sys.mac.hardware,3,thread_group_00872,13,1,test
doc_01095,comp.sys.ibm.pc.hardware,2,thread_group_00502,4,1,train
doc_01096,comp.os.ms-windows.misc,1,thread_group_00717,1,1,train
doc_01097,sci.crypt,5,thread_group_00231,47,1,val
doc_01098,comp.sys.ibm.pc.hardware,2,thread_group_00718,1,1,test
doc_01099,sci.electronics,6,thread_group_00719,1,1,train
doc_01100,comp.os.ms-windows.misc,1,thread_group_00720,1,1,test
doc_01101,comp.graphics,0,thread_group_01083,20,1,train
doc_01102,sci.electronics,6,thread_group_00721,7,1,train
doc_01103,comp.graphics,0,thread_group_00362,6,1,train
doc_01104,sci.electronics,6,thread_group_00255,17,1,train
doc_01105,comp.windows.x,4,thread_group_00301,2,1,train
doc_01106,comp.sys.mac.hardware,3,thread_group_00527,6,1,test
doc_01107,comp.graphics,0,thread_group_00722,1,1,train
doc_01108,comp.sys.mac.hardware,3,thread_group_01702,2,1,train
doc_01109,comp.sys.mac.hardware,3,thread_group_00290,3,1,train
doc_01110,sci.electronics,6,thread_group_00861,3,1,test
doc_01111,sci.crypt,5,thread_group_00723,7,1,train
doc_01112,comp.windows.x,4,thread_group_00724,1,1,test
doc_01113,comp.os.ms-windows.misc,1,thread_group_00725,1,1,train
doc_01114,comp.sys.mac.hardware,3,thread_group_00726,1,1,val
doc_01115,comp.sys.mac.hardware,3,thread_group_00519,5,1,val
doc_01116,comp.windows.x,4,thread_group_00205,26,1,test
doc_01117,sci.crypt,5,thread_group_00136,32,1,test
doc_01118,comp.windows.x,4,thread_group_00609,7,1,test
doc_01119,comp.graphics,0,thread_group_00727,1,1,train
doc_01120,sci.crypt,5,thread_group_00728,1,1,train
doc_01121,comp.graphics,0,thread_group_00729,1,1,train
doc_01122,comp.windows.x,4,thread_group_00730,1,1,train
doc_01123,comp.sys.mac.hardware,3,thread_group_00731,8,1,train
doc_01124,sci.crypt,5,thread_group_00732,1,1,test
doc_01125,sci.electronics,6,thread_group_00733,3,1,train
doc_01126,sci.crypt,5,thread_group_00460,11,1,val
doc_01127,comp.windows.x,4,thread_group_00734,1,1,train
doc_01128,comp.os.ms-windows.misc,1,thread_group_00074,7,1,train
doc_01129,comp.graphics,0,thread_group_00735,2,1,test
doc_01130,sci.electronics,6,thread_group_00736,1,1,test
doc_01131,comp.sys.mac.hardware,3,thread_group_00737,1,1,train
doc_01132,comp.sys.mac.hardware,3,thread_group_00738,1,1,train
doc_01133,comp.os.ms-windows.misc,1,thread_group_00412,4,1,val
doc_01134,comp.sys.mac.hardware,3,thread_group_00739,3,1,test
doc_01135,comp.sys.ibm.pc.hardware,2,thread_group_00740,1,1,train
doc_01136,sci.crypt,5,thread_group_01802,8,1,train
doc_01137,comp.graphics,0,thread_group_00741,1,1,train
doc_01138,comp.os.ms-windows.misc,1,thread_group_02032,2,1,train
doc_01139,comp.sys.mac.hardware,3,thread_group_00742,4,1,train
doc_01140,comp.os.ms-windows.misc,1,thread_group_00743,1,1,train
doc_01141,comp.sys.ibm.pc.hardware,2,thread_group_00744,5,1,train
doc_01142,comp.sys.mac.hardware,3,thread_group_02121,2,1,val
doc_01143,comp.graphics,0,thread_group_00002,4,1,train
doc_01144,comp.graphics,0,thread_group_00745,3,1,val
doc_01145,sci.electronics,6,thread_group_00746,2,1,train
doc_01146,sci.crypt,5,thread_group_00118,234,1,train
doc_01147,sci.crypt,5,thread_group_00118,234,1,train
doc_01148,sci.crypt,5,thread_group_00118,234,1,train
doc_01149,sci.electronics,6,thread_group_00747,4,1,val
doc_01150,comp.os.ms-windows.misc,1,thread_group_00835,14,1,train
doc_01151,comp.windows.x,4,thread_group_00748,1,1,train
doc_01152,comp.sys.ibm.pc.hardware,2,thread_group_00749,7,1,train
doc_01153,comp.windows.x,4,thread_group_00750,2,1,train
doc_01154,comp.sys.ibm.pc.hardware,2,thread_group_00751,3,1,train
doc_01155,comp.graphics,0,thread_group_02907,2,1,train
doc_01156,comp.os.ms-windows.misc,1,thread_group_00584,3,1,train
doc_01157,comp.graphics,0,thread_group_00508,13,1,val
doc_01158,comp.graphics,0,thread_group_00314,6,1,train
doc_01159,comp.windows.x,4,thread_group_00205,26,1,test
doc_01160,comp.sys.mac.hardware,3,thread_group_00752,1,1,train
doc_01161,comp.graphics,0,thread_group_00753,1,1,val
doc_01162,comp.sys.ibm.pc.hardware,2,thread_group_00754,2,1,train
doc_01163,comp.graphics,0,thread_group_00755,1,1,test
doc_01164,comp.windows.x,4,thread_group_00756,1,1,train
doc_01165,comp.os.ms-windows.misc,1,thread_group_00144,4,1,val
doc_01166,comp.os.ms-windows.misc,1,thread_group_00757,1,1,val
doc_01167,comp.sys.mac.hardware,3,thread_group_00758,1,1,train
doc_01168,comp.sys.ibm.pc.hardware,2,thread_group_00759,1,1,train
doc_01169,comp.windows.x,4,thread_group_00760,1,1,val
doc_01170,comp.windows.x,4,thread_group_00761,1,1,train
doc_01171,comp.sys.ibm.pc.hardware,2,thread_group_00762,1,1,test
doc_01172,comp.os.ms-windows.misc,1,thread_group_00763,4,1,train
doc_01173,sci.electronics,6,thread_group_00764,3,1,train
doc_01174,comp.graphics,0,thread_group_00090,5,1,test
doc_01175,comp.sys.ibm.pc.hardware,2,thread_group_00765,1,1,val
doc_01176,sci.electronics,6,thread_group_00766,1,1,train
doc_01177,comp.os.ms-windows.misc,1,thread_group_02322,2,1,train
doc_01178,comp.graphics,0,thread_group_02319,19,1,train
doc_01179,comp.os.ms-windows.misc,1,thread_group_00767,1,1,val
doc_01180,comp.windows.x,4,thread_group_01647,2,1,train
doc_01181,sci.crypt,5,thread_group_00136,32,1,test
doc_01182,sci.electronics,6,thread_group_00768,2,1,val
doc_01183,comp.windows.x,4,thread_group_00769,1,1,train
doc_01184,sci.crypt,5,thread_group_00118,234,1,train
doc_01185,sci.electronics,6,thread_group_00770,1,1,train
doc_01186,sci.electronics,6,thread_group_01255,2,1,test
doc_01187,comp.sys.mac.hardware,3,thread_group_00771,5,1,train
doc_01188,sci.electronics,6,thread_group_00764,3,1,train
doc_01189,sci.crypt,5,thread_group_00772,1,1,train
doc_01190,sci.electronics,6,thread_group_00550,13,1,test
doc_01191,comp.sys.mac.hardware,3,thread_group_00773,1,1,train
doc_01192,sci.electronics,6,thread_group_00774,1,1,val
doc_01193,comp.sys.mac.hardware,3,thread_group_00775,1,1,test
doc_01194,sci.crypt,5,thread_group_00231,47,1,val
doc_01195,sci.electronics,6,thread_group_00487,3,1,test
doc_01196,sci.crypt,5,thread_group_00613,22,1,val
doc_01197,comp.sys.mac.hardware,3,thread_group_03698,2,1,val
doc_01198,comp.graphics,0,thread_group_03352,2,1,train
doc_01199,comp.sys.ibm.pc.hardware,2,thread_group_00776,1,1,val
doc_01200,sci.crypt,5,thread_group_00391,31,1,train
doc_01201,comp.sys.ibm.pc.hardware,2,thread_group_00777,1,1,train
doc_01202,comp.sys.ibm.pc.hardware,2,thread_group_00778,1,1,train
doc_01203,comp.os.ms-windows.misc,1,thread_group_00221,4,1,train
doc_01204,comp.graphics,0,thread_group_00514,6,1,train
doc_01205,sci.crypt,5,thread_group_00231,47,1,val
